Time	Blue	BlueSD	Red	RedSD
361.4959	-0.07189	0.05208	-0.07573	0.05269
361.6452	0.1717	0.1049	0.3068	0.1122
362.5021	-0.1465	0.04108	-0.1254	0.04287
362.6212	0.2659	0.03511	0.1381	0.03809
362.6907	-0.1046	0.03529	-0.1116	0.04198
364.4857	0.08943	0.03285	0.06218	0.03378
364.6138	-0.2093	0.03875	-0.08757	0.04553
364.664	-0.2428	0.03115	-0.1578	0.03465
365.4777	-0.09134	0.05668	-0.1935	0.05539
365.6158	0.2906	0.05646	0.2006	0.06097
365.6687	0.3341	0.05488	0.2061	0.06232
366.5008	-0.2158	0.05598	-0.09926	0.05781
366.6068	0.2462	0.0655	0.09496	0.07619
372.5111	0.08143	0.1561	-0.1563	0.1427
373.4478	-0.133	0.04942	-0.1133	0.04818
373.5619	-0.1582	0.05478	-0.18	0.05484
375.45	0.252	0.03878	0.1371	0.04093
375.5598	0.02329	0.04477	0.001381	0.04381
375.6829	-0.05811	0.08089	-0.1823	0.07618
376.4791	-5.799	-1376	1.041	-2.575
377.4639	-0.02815	0.07113	0.1051	0.07291
377.6433	0.08643	0.3625	0.5915	0.3744
378.4531	-0.202	0.03283	-0.1823	0.03864
378.6447	-0.03972	0.06508	0.03896	0.06948
379.4507	0.3207	0.04642	0.1787	0.04645
380.5461	-0.1282	0.08598	-0.03395	0.1032
380.6381	-0.08547	0.05132	-0.1717	0.05913
381.4436	-0.1652	0.03218	-0.1286	0.03434
383.4594	0.2371	0.03334	0.1508	0.03377
383.6436	-0.1924	0.07671	-0.05594	0.07251
384.4539	0.07448	0.1099	-0.004137	0.1137
384.6212	-0.1605	0.05538	-0.1092	0.05717
387.5336	NA	NA	-0.1001	0.06831
387.6246	-0.3338	0.02683	-0.2508	0.03017
388.623	0.07647	0.1258	0.1143	0.1282
391.6284	0.02047	0.2195	0.2084	0.2232
391.7612	0.5617	0.2656	-0.02411	0.3149
392.4481	-0.002759	0.02766	-0.05768	0.03232
392.5792	-0.2013	0.03915	-0.2046	0.04322
393.4518	-0.2456	0.05658	-0.08757	0.05938
393.6072	0.2497	0.04711	0.03801	-0.04814
395.4675	0.1117	0.03353	0.06512	0.03564
395.6053	-0.3332	0.02917	NA	NA
397.5396	0.3614	0.08126	0.03992	0.08553
398.4574	0.1087	0.06024	0.102	0.06479
398.5982	-0.1434	0.0435	NA	NA
401.4486	-0.5667	0.155	-0.198	0.1356
402.4798	0.2314	0.06362	0.1722	0.05849
402.5172	0.06072	0.07189	NA	NA
406.4492	0.3305	0.0582	0.2297	0.06027
408.4699	0.05682	0.1033	0.09396	0.1069
409.4456	-0.2195	0.06491	-0.1532	0.07042
409.5634	0.3944	0.08824	0.2514	0.09386
411.4949	-0.09552	0.05886	-0.04369	0.06395
412.5735	0.08044	0.05296	0.09396	0.06432
413.6518	-0.03883	0.1493	0.07201	0.1233
414.4313	0.2555	0.04096	0.17	0.04211
414.6623	-0.2035	0.03975	-0.2155	0.05105
417.492	0.1978	0.05032	0.08393	0.05409
417.6938	-4.567	-1500	-5.291	-774
418.6346	-0.3233	0.4545	-0.658	-30000
419.4506	0.02047	0.04822	0.07795	0.04622
420.448	-0.2005	0.02542	-0.1709	0.02774
420.5493	0.0735	0.05451	0.1082	0.05922
421.4581	0.07845	0.08577	-0.02501	0.08639
421.6132	0.4217	0.2078	1.877	-0.2341
422.4321	0.3305	0.04231	0.169	0.04406
422.5381	0.03944	0.04097	-0.09677	0.04908
423.5893	-0.38	-0.2976	-0.7125	-0.3119
423.6027	-0.04676	0.1875	-0.2068	0.1932
425.4282	-0.2144	-0.08106	-0.06201	0.08312
425.5317	0.2918	0.07019	0.1434	0.07338
426.4333	0.3515	0.1014	0.1122	0.1077
426.5862	-0.2934	0.1065	-0.3059	0.1314
427.5919	0.1066	0.08701	-0.1254	0.08387
428.4244	-0.1887	-0.07042	-0.2542	0.0654
430.5342	-0.02546	0.1086	-0.0542	0.09156
432.6607	-0.3126	0.1662	-0.05158	0.1317
435.4159	0.04424	0.05953	0.1122	0.06739
436.4257	-0.1766	0.03674	-0.1609	0.04187
436.5634	0.1967	0.06183	0.2151	0.06818
437.4087	-0.1346	0.03786	-0.1181	0.04322
438.4115	0.3014	0.03304	0.1679	0.03522
438.5918	-0.21	0.06211	-0.2453	0.05934
439.4098	0.1282	0.04739	0.06218	0.05019
441.5087	0.2417	0.03744	0.1288	0.04255
441.641	-0.2108	0.05349	0.008788	0.06565
442.4852	-0.01825	0.03533	-0.01145	0.03896
442.6292	-0.1916	0.03607	-0.1026	0.04083
444.4035	-0.103	0.06241	-0.2362	0.06768
444.5451	0.4322	0.09836	0.3116	0.08653
445.4655	0.2257	0.03207	0.1143	0.03452
446.4193	0.2942	0.05662	0.1776	0.06189
446.5605	-0.213	0.03512	-0.1206	0.03847
451.3998	0.02047	0.04375	-0.05333	0.04975
451.5387	0.08243	0.1295	0.2128	0.1606
452.391	-0.1194	0.07884	-0.1875	0.09051
452.6517	-0.008255	0.1304	0.01158	0.1395
453.4415	0.4256	0.08127	0.232	0.08128
453.5864	-0.05463	0.08979	-0.0646	-0.088
454.4315	-0.1652	0.08691	-0.0976	0.1005
454.5656	-6.163	-1021	1.778	2.326
455.6552	0.2045	0.1254	0.134	0.1212
457.498	0.03753	0.05637	0.1174	0.05084
459.4674	0.01298	0.2318	0.3032	0.1989
460.3915	-0.3788	-0.3903	0.1863	-0.3468
460.5107	1.342	0.2845	0.6136	0.2329
461.4303	0.2382	0.1323	0.3056	0.1216
462.4145	0.1482	0.08819	0.1476	0.08815
463.4214	-0.1266	0.07025	-0.198	0.07253
463.5392	0.2303	0.0945	0.01625	0.1067
464.5412	0.1231	0.06302	0.08993	0.06701
465.435	0.2303	0.03511	0.1371	0.03901
466.4366	-0.01825	0.03701	-0.005054	0.04353
469.4124	0.4696	0.1973	1.225	-0.2215
470.3807	0.08243	0.03804	0.02094	0.04024
471.3838	-0.1849	0.03424	-0.0842	0.03767
472.3809	-0.202	0.03352	-0.248	0.03885
473.384	0.2134	0.03959	0.06121	0.04182
473.4902	0.04713	0.04764	0.01906	0.05809
474.386	0.1148	0.03181	0.006931	0.0337
474.5137	-0.2266	0.04755	-0.1815	0.04739
475.3798	-0.1804	0.0309	-0.1547	0.03477
475.4861	-0.08547	0.04081	-0.07061	0.04392
476.3734	-0.2316	0.03496	-0.1532	0.04001
476.475	0.2788	0.04494	0.183	0.04969
477.3713	0.2394	0.04251	0.154	0.04648
477.4741	0.006468	0.04315	-0.1586	0.04497
478.3864	0.1231	0.05208	-0.02141	0.05491
478.4909	-0.1849	0.06113	-0.1762	0.07
480.3825	-0.1543	0.04746	-0.08336	0.05144
481.5376	-0.2144	0.04971	-0.2411	0.05007
483.4636	-0.08967	0.07405	-0.1382	0.0701
483.5678	0.05584	0.08397	0.09094	0.08775
484.4	0.03371	0.05067	-0.04104	0.04616
484.5338	-0.1128	0.09397	-0.02231	0.08486
485.3856	0.1566	0.06387	0.0361	0.05722
486.4362	-0.2855	0.1451	0.2422	0.1441
488.4463	0.4388	0.2183	0.4119	0.1754
489.3907	0.2012	0.06633	0.07498	0.06128
491.3763	-0.2621	0.08423	-0.2075	0.08974
492.5368	-0.2027	0.1092	-0.01599	0.106
494.3795	0.06561	0.07992	0.08492	0.0853
495.3609	-0.005511	0.1081	-0.1009	0.1166
499.3876	0.2179	0.2261	-0.1181	0.2302
500.3677	0.2156	0.07256	0.04858	0.0777
501.3668	0.2371	0.05846	0.1153	0.06458
502.362	-0.07445	0.03808	-0.06804	0.04404
503.3626	-0.1751	0.04409	-0.1762	0.05213
504.3712	0.2543	0.04621	0.03419	0.04887
504.8251	-0.2202	-0.08118	-0.009625	0.1085
507.4055	0.1005	0.1498	0.02471	0.1677
508.5039	0.3256	0.251	-0.3286	0.2611
509.4896	0	-0.3806	-0.03927	-0.409
510.4249	-0.2675	0.04307	-0.2515	0.05006
511.3694	-0.1789	0.04975	-0.222	0.05203
511.821	0.09044	0.04298	-0.006885	0.05396
512.3507	0.1869	0.04678	-0.06114	0.04934
517.3519	-0.0119	0.3597	0.3759	0.3541
517.7714	-0.3714	0.204	0.1962	0.1968
518.7798	0.1231	0.2085	-0.001381	0.1982
519.7637	-0.5412	-0.317	-0.3117	-0.2912
520.3607	0.328	0.0996	0.2151	0.1021
520.7646	0.07448	0.2024	0.0361	0.1924
521.3546	0.02047	0.04287	0.06316	0.05117
521.7825	-0.5169	0.1488	-0.03662	0.1426
522.3513	0.06072	-0.4545	0.541	-0.5185
522.7651	0.803	-0.8191	-0.4855	-0.754
523.3501	0.04616	0.1693	-0.1461	0.1844
527.8367	0.09951	0.2739	0.5481	0.2988
528.7658	0.02235	-0.809	0.01065	-0.9468
529.3496	-0.01825	0.0586	0.06414	0.06447
529.7618	-0.2122	0.08129	-0.1823	0.08662
530.3574	-0.1939	0.0685	-0.1648	0.07477
531.351	-0.7241	0.659	-0.6046	0.784
532.3784	-0.1063	0.3402	0.4581	0.3525
533.3553	0.05003	0.08732	-0.1108	0.09825
533.8123	0.228	0.1897	0.07597	0.2077
534.3562	-0.121	0.1398	0.007858	0.1677
538.3486	0.4723	-0.513	0.8374	-0.5455
538.7656	0.4682	0.1475	0.194	0.1494
539.3908	0.2578	0.07508	0.135	0.08
539.7386	0.5205	0.1347	-0.105	0.144
540.3529	0.1272	0.06325	0.07102	0.06393
540.7596	-0.1675	0.06395	-0.1034	0.07049
541.3515	-0.02186	0.06894	-0.1694	0.07058
541.7463	-0.1766	0.1113	-0.1382	0.1157
542.4023	-0.09218	0.1627	-0.01418	0.1523
542.7238	0.1282	0.1629	0.2677	0.1691
544.8412	0.2405	0.2554	0.2308	0.2998
546.3508	-0.9825	-0.4846	-0.04896	-0.5441
546.7625	0.3305	0.0617	0.1256	0.06417
548.7563	0.02896	0.3794	-0.03839	0.3678
549.3481	-0.07955	0.1194	-0.1875	0.1173
553.3529	-0.1022	0.09347	-0.07998	0.1067
555.741	0.1005	0.08154	0.06121	0.08151
556.7059	-0.1796	0.08989	-0.2068	0.09272
557.3549	-0.09718	0.1097	-0.02231	0.1286
557.6738	-0.2862	0.05225	-0.2119	0.0584
558.3693	1.803	1.214	-3.566	-5426
558.8196	0.004616	0.03195	0.03324	0.03631
559.7516	-0.03172	0.1638	0.1896	0.1837
559.8354	-0.2888	0.08444	0.01158	0.08872
560.6526	0.4588	0.228	-0.1815	0.2407
560.8134	-0.1426	0.1049	-0.2348	0.1119
561.3657	-0.3189	0.0709	-0.123	0.07452
561.7233	-0.2151	0.109	-0.002301	0.1175
562.3624	-0.01372	0.08023	-0.01599	0.08362
563.3527	0.2624	0.07197	0.2491	0.0768
563.7568	0.07152	0.1498	0.073	0.1519
565.6417	0.02329	0.1215	0.1733	0.1232
566.6501	-0.0633	0.0745	-0.07061	0.08151
571.664	0.1792	0.09058	0.3056	0.09438
571.8326	-0.1314	0.05887	-0.1586	0.06158
572.6138	0.08143	0.09091	0.04472	0.08119
573.6482	-0.2122	0.1752	0.02282	0.1692
573.8404	0.121	0.1208	0.05536	0.1195
576.6978	-0.01008	0.1139	-0.2631	0.09828
578.6115	0.5136	0.4647	0.01344	0.3466
578.8405	0.1418	0.168	NA	NA
580.6323	-0.1128	0.1305	0.1246	0.09556
580.831	0.06072	0.08148	0.1133	0.06148
581.6309	0.0539	0.1841	-0.4147	0.156
585.6196	-0.4277	0.2526	0.09496	0.2405
585.8258	0.1189	0.07684	-0.1709	0.09312
586.5983	0.2134	0.1841	0.0428	0.1859
586.8236	-0.1194	0.2007	-0.2487	0.1871
587.6096	0.4805	0.1245	0.2028	0.1252
587.8267	-0.1489	0.07387	-0.1913	0.0864
588.6483	-0.077	0.08851	-0.1318	0.08721
589.7614	0.349	-0.2963	0.4106	-0.3021
591.7509	-0.01463	0.2137	0.1625	0.2169
592.5896	0.2179	0.3213	0.2388	0.3086
592.8088	0.388	0.1104	0.1593	0.1048
593.576	-0.2323	0.2668	0.2365	0.2784
593.8075	0.06365	0.1166	0.1582	0.11
594.5856	-0.08799	0.04631	-0.127	0.04511
595.5757	0.2123	0.06479	0.1371	0.05976
595.8147	-0.05376	0.07268	-0.2772	0.07326
596.5923	0.02991	-0.411	0.4514	-0.4082
597.683	-0.0119	-0.4079	0.6331	-0.4338
597.8111	-0.07445	0.2229	0.4197	0.2193
598.5727	-0.07445	0.1582	-0.07658	0.1511
599.5576	0.2847	0.07439	0.1434	0.06825
600.5596	0.1117	0.09649	-0.02321	0.08655
601.5452	-0.1916	0.13	0.1841	0.1146
602.7586	-0.2086	0.08383	-0.02591	0.08012
